timestamp,powerP
2022-03-04T12:47:30,2346.761474609375
2022-03-04T12:47:40,2656.45703125
2022-03-04T12:47:50,2946.0068359375
2022-03-04T12:48:00,3058.398193359375
2022-03-04T12:48:10,2930.9755859375
2022-03-04T12:48:20,2801.81591796875
2022-03-04T12:48:30,2984.80908203125
2022-03-04T12:48:40,2989.517578125
2022-03-04T12:48:50,2855.84521484375
2022-03-04T12:49:00,2811.1083984375
2022-03-04T12:49:10,2883.23046875
2022-03-04T12:49:20,2804.401611328125
2022-03-04T12:49:30,2564.34375
2022-03-04T12:49:40,2440.29296875
2022-03-04T12:49:50,2237.623291015625
2022-03-04T12:50:00,2171.724609375
2022-03-04T12:50:10,2118.7744140625
2022-03-04T12:50:20,1941.986328125
2022-03-04T12:50:30,1828.37890625
2022-03-04T12:50:40,1755.122314453125
2022-03-04T12:51:00,1701.793701171875
2022-03-04T12:51:10,1683.9564208984375
2022-03-04T12:51:20,1687.7762451171875
2022-03-04T12:51:30,1626.044677734375
2022-03-04T12:51:40,1581.169677734375
2022-03-04T12:51:50,1561.8343505859375
2022-03-04T12:52:00,1543.117919921875
2022-03-04T12:52:10,1531.928955078125
2022-03-04T12:52:20,1520.53125
2022-03-04T12:52:30,1510.547119140625
2022-03-04T12:52:40,1504.06982421875
2022-03-04T12:52:50,1496.1893310546875
2022-03-04T12:53:00,1493.5908203125
2022-03-04T12:53:10,1478.2578125
2022-03-04T12:53:20,1485.595458984375
2022-03-04T12:53:30,1471.3134765625
2022-03-04T12:53:40,1442.1204833984375
2022-03-04T12:53:50,1407.0423583984375
2022-03-04T12:54:00,1414.334228515625
2022-03-04T12:54:10,1396.869384765625
2022-03-04T12:54:20,1376.6959228515625
2022-03-04T12:54:30,1362.231689453125
2022-03-04T12:54:40,1350.6307373046875
2022-03-04T12:54:50,1341.270751953125
2022-03-04T12:55:00,1335.78857421875
2022-03-04T12:55:10,1334.8878173828125
2022-03-04T12:55:20,1337.165771484375
2022-03-04T12:55:30,1344.098876953125
2022-03-04T12:55:40,1354.3511962890625
2022-03-04T12:55:50,1385.0574951171875
2022-03-04T12:56:00,1463.7020263671875
2022-03-04T12:56:10,1453.740478515625
2022-03-04T12:56:20,1373.69384765625
2022-03-04T12:56:30,1354.7325439453125
2022-03-04T12:56:40,1360.3480224609375
2022-03-04T12:57:00,1381.2122802734375
2022-03-04T12:57:10,1403.1502685546875
2022-03-04T12:57:20,1395.664306640625
2022-03-04T12:57:30,1371.4703369140625
2022-03-04T12:57:40,1355.5989990234375
2022-03-04T12:57:50,1347.309326171875
2022-03-04T12:58:00,1342.0975341796875
2022-03-04T12:58:10,1339.8089599609375
2022-03-04T12:58:20,1340.8992919921875
2022-03-04T12:58:30,1346.9359130859375
2022-03-04T12:58:40,1364.0091552734375
2022-03-04T12:58:50,1364.12841796875
2022-03-04T12:59:00,1378.2283935546875
2022-03-04T12:59:10,1403.240478515625
2022-03-04T12:59:20,1467.62158203125
2022-03-04T12:59:30,1415.75341796875
2022-03-04T12:59:40,1375.2659912109375
2022-03-04T12:59:50,1357.3077392578125
2022-03-04T13:00:00,1334.3695068359375
2022-03-04T13:00:10,1323.01416015625
2022-03-04T13:00:20,1322.4423828125
2022-03-04T13:00:30,1386.0399169921875
2022-03-04T13:00:40,1309.3162841796875
2022-03-04T13:00:50,1226.6053466796875
2022-03-04T13:01:00,1187.9007568359375
2022-03-04T13:01:10,1160.9013671875
2022-03-04T13:01:20,1132.102783203125
2022-03-04T13:01:30,1117.3839111328125
2022-03-04T13:01:40,1110.40576171875
2022-03-04T13:01:50,1110.98974609375
2022-03-04T13:02:00,1116.1429443359375
2022-03-04T13:02:10,1121.524658203125
2022-03-04T13:02:20,1135.23486328125
2022-03-04T13:02:30,1151.084228515625
2022-03-04T13:02:40,1167.677734375
2022-03-04T13:02:50,1184.0972900390625
2022-03-04T13:03:00,1202.2939453125
2022-03-04T13:03:10,1222.850341796875
2022-03-04T13:03:20,1240.5072021484375
2022-03-04T13:03:30,1257.853759765625
2022-03-04T13:03:40,1268.7747802734375
2022-03-04T13:03:50,1279.257080078125
2022-03-04T13:04:00,1285.8294677734375
2022-03-04T13:04:10,1289.97119140625
2022-03-04T13:04:30,1290.805908203125
2022-03-04T13:04:40,1286.983154296875
2022-03-04T13:04:50,1281.525634765625
2022-03-04T13:05:00,1274.8983154296875
2022-03-04T13:05:10,1267.9158935546875
2022-03-04T13:05:20,1259.9251708984375
2022-03-04T13:05:30,1250.6304931640625
2022-03-04T13:05:40,1242.979248046875
2022-03-04T13:05:50,1234.3450927734375
2022-03-04T13:06:00,1223.8685302734375
2022-03-04T13:06:10,1217.2236328125
2022-03-04T13:06:20,1209.9739990234375
2022-03-04T13:06:30,1204.6708984375
2022-03-04T13:06:40,1198.5250244140625
2022-03-04T13:06:50,1194.508056640625
2022-03-04T13:07:00,1192.8431396484375
2022-03-04T13:07:10,1188.81982421875
2022-03-04T13:07:20,1186.0673828125
2022-03-04T13:07:30,1184.69970703125
2022-03-04T13:07:40,1183.2724609375
2022-03-04T13:07:50,1179.7838134765625
2022-03-04T13:08:00,1177.5067138671875
2022-03-04T13:08:10,1176.048095703125
2022-03-04T13:08:20,1177.315185546875
2022-03-04T13:08:30,1176.6708984375
2022-03-04T13:08:40,1178.77490234375
2022-03-04T13:08:50,1178.8070068359375
2022-03-04T13:09:00,1181.92431640625
2022-03-04T13:09:10,1185.154052734375
2022-03-04T13:09:20,1186.68798828125
2022-03-04T13:09:30,1190.1219482421875
2022-03-04T13:09:40,1194.2855224609375
2022-03-04T13:09:50,1199.0792236328125
2022-03-04T13:10:00,1204.202880859375
2022-03-04T13:10:10,1208.6795654296875
2022-03-04T13:10:20,1213.06884765625
2022-03-04T13:10:30,1220.8773193359375
2022-03-04T13:10:40,1225.342041015625
2022-03-04T13:10:50,1235.2713623046875
2022-03-04T13:11:00,1246.8857421875
2022-03-04T13:11:10,1256.1512451171875
2022-03-04T13:11:20,1266.51611328125
2022-03-04T13:11:30,1279.2490234375
2022-03-04T13:11:40,1292.884521484375
2022-03-04T13:12:00,1308.196533203125
2022-03-04T13:12:10,1327.940673828125
2022-03-04T13:12:20,1348.0430908203125
2022-03-04T13:12:30,1372.056884765625
2022-03-04T13:12:40,1397.19775390625
2022-03-04T13:12:50,1429.759765625
2022-03-04T13:13:00,1478.3228759765625
2022-03-04T13:13:10,1525.63720703125
2022-03-04T13:13:20,1498.7821044921875
2022-03-04T13:13:30,1503.9083251953125
2022-03-04T13:13:40,1523.2125244140625
2022-03-04T13:13:50,1545.7420654296875
2022-03-04T13:14:00,1574.4786376953125
2022-03-04T13:14:10,1605.20849609375
2022-03-04T13:14:20,1664.195556640625
2022-03-04T13:14:30,2326.537109375
2022-03-04T13:14:40,2661.16357421875
2022-03-04T13:14:50,1981.5924072265625
2022-03-04T13:15:00,1761.5247802734375
2022-03-04T13:15:10,1687.1529541015625
2022-03-04T13:15:20,1674.976318359375
2022-03-04T13:15:30,1679.6578369140625
2022-03-04T13:15:40,1729.8209228515625
2022-03-04T13:15:50,1915.2027587890625
2022-03-04T13:16:00,1927.60400390625
2022-03-04T13:16:10,1829.0223388671875
2022-03-04T13:16:20,1688.9210205078125
2022-03-04T13:16:30,1637.222900390625
2022-03-04T13:16:40,1622.4351806640625
2022-03-04T13:16:50,1687.251220703125
2022-03-04T13:17:00,1552.2572021484375
2022-03-04T13:17:10,1484.6962890625
2022-03-04T13:17:20,1452.8424072265625
2022-03-04T13:17:30,1441.4410400390625
2022-03-04T13:17:40,1421.99951171875
2022-03-04T13:17:50,1399.7247314453125
2022-03-04T13:18:00,1392.9798583984375
2022-03-04T13:18:10,1387.9267578125
2022-03-04T13:18:20,1383.0472412109375
2022-03-04T13:18:30,1391.0677490234375
2022-03-04T13:18:40,1384.49462890625
2022-03-04T13:19:00,1376.450927734375
2022-03-04T13:19:10,1377.0020751953125
2022-03-04T13:19:20,1387.4356689453125
2022-03-04T13:19:30,1384.55859375
2022-03-04T13:19:40,1388.2679443359375
2022-03-04T13:19:50,1403.8995361328125
2022-03-04T13:20:00,1421.884033203125
2022-03-04T13:20:10,1423.175537109375
2022-03-04T13:20:20,1448.537109375
2022-03-04T13:20:30,1511.1964111328125
2022-03-04T13:20:40,1521.4737548828125
2022-03-04T13:20:50,1541.195556640625
2022-03-04T13:21:00,1546.224365234375
2022-03-04T13:21:10,1521.3402099609375
