timestamp,powerP
2022-02-01T15:57:50,806.3362426757812
2022-02-01T15:58:00,805.343994140625
2022-02-01T15:58:10,801.5116577148438
2022-02-01T15:58:20,799.681640625
2022-02-01T15:58:30,798.722412109375
2022-02-01T15:58:40,797.2261352539062
2022-02-01T15:58:50,795.1807861328125
2022-02-01T15:59:00,794.6567993164062
2022-02-01T15:59:10,790.27490234375
2022-02-01T15:59:20,786.1996459960938
2022-02-01T15:59:30,789.392822265625
2022-02-01T15:59:40,786.0298461914062
2022-02-01T15:59:50,783.0667724609375
2022-02-01T16:00:00,780.1923217773438
2022-02-01T16:00:10,777.6874389648438
2022-02-01T16:00:20,776.6761474609375
2022-02-01T16:00:30,774.2247314453125
2022-02-01T16:00:40,772.0282592773438
2022-02-01T16:00:50,767.1861572265625
2022-02-01T16:01:00,763.6947021484375
2022-02-01T16:01:10,758.5204467773438
2022-02-01T16:01:20,756.0576782226562
2022-02-01T16:01:30,754.0265502929688
2022-02-01T16:01:40,748.9197387695312
2022-02-01T16:01:50,743.0569458007812
2022-02-01T16:02:00,738.317626953125
2022-02-01T16:02:10,732.1688842773438
2022-02-01T16:02:20,728.7503051757812
2022-02-01T16:02:30,724.5449829101562
2022-02-01T16:02:40,718.8947143554688
2022-02-01T16:02:50,715.1915283203125
2022-02-01T16:03:00,710.9573364257812
2022-02-01T16:03:10,704.9378662109375
2022-02-01T16:03:20,698.06884765625
2022-02-01T16:03:30,702.0972900390625
2022-02-01T16:03:40,699.4815673828125
2022-02-01T16:03:50,696.645751953125
2022-02-01T16:04:00,693.6129150390625
2022-02-01T16:04:10,690.3710327148438
2022-02-01T16:04:20,686.8517456054688
2022-02-01T16:04:30,683.708251953125
2022-02-01T16:04:40,679.9179077148438
2022-02-01T16:04:50,677.7222290039062
2022-02-01T16:05:00,674.5106201171875
2022-02-01T16:05:10,672.0880737304688
2022-02-01T16:05:20,668.4027709960938
2022-02-01T16:05:30,664.407958984375
2022-02-01T16:05:40,661.9276123046875
2022-02-01T16:05:50,657.9458618164062
2022-02-01T16:06:00,654.9015502929688
2022-02-01T16:06:20,653.6845703125
2022-02-01T16:06:30,653.1228637695312
2022-02-01T16:06:40,648.7818603515625
2022-02-01T16:06:50,646.5780029296875
2022-02-01T16:07:00,645.762939453125
2022-02-01T16:07:10,643.935791015625
2022-02-01T16:07:20,641.8660278320312
2022-02-01T16:07:30,639.1989135742188
2022-02-01T16:07:40,636.9320068359375
2022-02-01T16:07:50,634.10205078125
2022-02-01T16:08:00,632.7667846679688
2022-02-01T16:08:10,629.6903076171875
2022-02-01T16:08:20,628.1232299804688
2022-02-01T16:08:30,627.1959228515625
2022-02-01T16:08:40,625.353271484375
2022-02-01T16:08:50,620.782958984375
2022-02-01T16:09:00,617.2311401367188
2022-02-01T16:09:10,616.6787109375
2022-02-01T16:09:20,615.0819702148438
2022-02-01T16:09:30,612.4313354492188
2022-02-01T16:09:40,610.5529174804688
2022-02-01T16:09:50,609.0435791015625
2022-02-01T16:10:00,606.1923217773438
2022-02-01T16:10:10,602.0114135742188
2022-02-01T16:10:20,601.1009521484375
2022-02-01T16:10:30,600.7677001953125
2022-02-01T16:10:40,596.8789672851562
2022-02-01T16:10:50,592.9804077148438
2022-02-01T16:11:00,591.4427490234375
2022-02-01T16:11:10,586.69384765625
2022-02-01T16:11:20,583.0413208007812
2022-02-01T16:11:30,582.86279296875
2022-02-01T16:11:40,581.7293090820312
2022-02-01T16:11:50,580.4945068359375
2022-02-01T16:12:00,576.404541015625
2022-02-01T16:12:10,572.0595703125
2022-02-01T16:12:20,572.6923217773438
2022-02-01T16:12:30,568.5816040039062
2022-02-01T16:12:40,567.8286743164062
2022-02-01T16:12:50,565.746826171875
2022-02-01T16:13:00,564.6891479492188
2022-02-01T16:13:10,561.9808959960938
2022-02-01T16:13:20,561.3430786132812
