timestamp,energyB,energyP,on_offL1,on_offL2,powerC,powerP,powerL1,powerL2,powerA
2022-04-22 00:00:08.455418,-5.511444444444445,,0,,1975.774,-8.346,0.0,,-1984.12
2022-04-22 00:00:18.309850,-11.040216666666666,,0,,1982.279,-8.079,0.0,,-1990.358
2022-04-22 00:00:28.232339,-16.356375,,0,,1905.922,-7.895,0.0,,-1913.817
2022-04-22 00:00:38.355555,-21.670180555555557,,0,,1904.855,-8.115,0.0,,-1912.97
2022-04-22 00:00:48.192972,-27.209255555555558,,0,,1985.864,-8.203,0.0,,-1994.067
2022-04-22 00:00:58.228444,-32.64648888888889,,0,,1949.583,-7.821,0.0,,-1957.404
2022-04-22 00:01:08.203927,-37.93567777777778,,0,,1895.404,-8.704,0.0,,-1904.108
2022-04-22 00:01:18.518946,-43.29823333333333,,0,,1921.728,-8.792,0.0,,-1930.52
2022-04-22 00:01:28.218851,-48.82559722222222,,0,,1981.925,-7.926,0.0,,-1989.8509999999999
2022-04-22 00:01:38.364519,-54.15959444444445,,0,,1912.366,-7.873,0.0,,-1920.239
2022-04-22 00:01:48.234098,-59.48334722222222,,0,,1908.702,-7.849,0.0,,-1916.551
2022-04-22 00:01:58.504839,-65.01569166666667,,0,,1984.009,-7.635,0.0,,-1991.644
2022-04-22 00:02:08.254134,-70.50973611111111,,0,,1968.714,-9.142,0.0,,-1977.856
2022-04-22 00:02:18.518382,-75.82341944444444,,0,,1904.448,-8.478,0.0,,-1912.9260000000002
2022-04-22 00:02:28.266389,-81.11679722222222,,0,,1896.953,-8.663,0.0,,-1905.616
2022-04-22 00:02:38.387149,-86.64853055555555,,0,,1982.836,-8.588000000000001,0.0,,-1991.424
2022-04-22 00:02:48.276035,-92.04575555555556,,0,,1934.99,-8.011,0.0,,-1943.001
2022-04-22 00:02:58.460744,-97.31450833333334,,0,,1888.228,-8.523,0.0,,-1896.751
2022-04-22 00:03:08.324700,-102.66383888888888,,0,,1917.737,-8.022,0.0,,-1925.759
2022-04-22 00:03:18.517327,-108.19551944444444,,0,,1982.894,-8.511,0.0,,-1991.405
2022-04-22 00:03:28.306283,-113.51395555555555,,0,,1906.385,-8.251999999999999,0.0,,-1914.637
2022-04-22 00:03:38.587886,-118.83353888888888,,0,,1907.349,-7.701,0.0,,-1915.05
2022-04-22 00:03:48.303873,-124.36617222222222,,0,,1982.95,-8.798,0.0,,-1991.748
