timestamp,energyA,energyP,on_offL1,on_offL2,powerC,powerG,powerL1,powerL2
2022-05-27 00:00:01.333801,-108.16928888888884,0.0,0,0.0,109.641,0.0,0.0,0.0
2022-05-27 00:00:11.356284,-0.3005638888888889,0.0,0,0.0,108.203,0.0,0.0,0.0
2022-05-27 00:00:21.398491,-0.6003638888888889,0.0,0,0.0,107.928,0.0,0.0,0.0
2022-05-27 00:00:31.531754,-0.9030944444444444,0.0,0,0.0,108.983,0.0,0.0,0.0
2022-05-27 00:00:41.372242,-1.2020444444444445,0.0,0,0.0,107.622,0.0,0.0,0.0
2022-05-27 00:00:51.407046,-1.5073222222222222,0.0,0,0.0,109.9,0.0,0.0,0.0
2022-05-27 00:01:01.363906,-1.809336111111111,0.0,0,0.0,108.725,0.0,0.0,0.0
2022-05-27 00:01:11.385687,-2.1098055555555555,0.0,0,0.0,108.169,0.0,0.0,0.0
2022-05-27 00:01:21.433215,-2.409475,0.0,0,0.0,107.881,0.0,0.0,0.0
2022-05-27 00:01:31.437841,-2.7096194444444444,0.0,0,0.0,108.052,0.0,0.0,0.0
2022-05-27 00:01:41.473253,-3.009644444444445,0.0,0,0.0,108.009,0.0,0.0,0.0
2022-05-27 00:01:51.477326,-3.3136361111111112,0.0,0,0.0,109.437,0.0,0.0,0.0
2022-05-27 00:02:01.446521,-3.613855555555556,0.0,0,0.0,108.079,0.0,0.0,0.0
2022-05-27 00:02:11.482709,-3.915108333333333,0.0,0,0.0,108.451,0.0,0.0,0.0
2022-05-27 00:02:21.418401,-4.211538888888889,0.0,0,0.0,106.715,0.0,0.0,0.0
2022-05-27 00:02:31.461712,-4.5114833333333335,0.0,0,0.0,107.98,0.0,0.0,0.0
2022-05-27 00:02:41.501708,-4.813255555555556,0.0,0,0.0,108.638,0.0,0.0,0.0
2022-05-27 00:02:51.431743,-5.113775,0.0,0,0.0,108.187,0.0,0.0,0.0
2022-05-27 00:03:01.377620,-5.414211111111111,0.0,0,0.0,108.157,0.0,0.0,0.0
2022-05-27 00:03:11.497062,-5.712188888888889,0.0,0,0.0,107.272,0.0,0.0,0.0
2022-05-27 00:03:21.530833,-6.010608333333334,0.0,0,0.0,107.431,0.0,0.0,0.0
2022-05-27 00:03:31.566399,-6.315205555555556,0.0,0,0.0,109.655,0.0,0.0,0.0
2022-05-27 00:03:41.516626,-6.615630555555556,0.0,0,0.0,108.153,0.0,0.0,0.0
2022-05-27 00:03:51.610367,-6.916388888888889,0.0,0,0.0,108.273,0.0,0.0,0.0
2022-05-27 00:04:01.740259,-7.219338888888889,0.0,0,0.0,109.062,0.0,0.0,0.0
2022-05-27 00:04:11.519833,-7.5208,0.0,0,0.0,108.526,0.0,0.0,0.0
2022-05-27 00:04:21.568558,-7.816638888888889,0.0,0,0.0,106.502,0.0,0.0,0.0
2022-05-27 00:04:31.592544,-8.11721111111111,0.0,0,0.0,108.206,0.0,0.0,0.0
2022-05-27 00:04:41.610824,-8.418436111111111,0.0,0,0.0,108.441,0.0,0.0,0.0
2022-05-27 00:04:51.535731,-8.716883333333334,0.0,0,0.0,107.441,0.0,0.0,0.0
2022-05-27 00:05:01.476701,-9.018163888888887,0.0,0,0.0,108.461,0.0,0.0,0.0
2022-05-27 00:05:11.618434,-9.314161111111112,0.0,0,0.0,106.559,0.0,0.0,0.0
2022-05-27 00:05:21.541927,-9.611630555555555,0.0,0,0.0,107.089,0.0,0.0,0.0
2022-05-27 00:05:31.499187,-9.908875000000002,0.0,0,0.0,107.008,0.0,0.0,0.0
2022-05-27 00:05:41.617872,-10.210483333333336,0.0,0,0.0,108.579,0.0,0.0,0.0
2022-05-27 00:05:51.722352,-10.512161111111114,0.0,0,0.0,108.604,0.0,0.0,0.0
2022-05-27 00:06:01.513769,-10.808058333333337,0.0,0,0.0,106.523,0.0,0.0,0.0
2022-05-27 00:06:11.619871,-11.113111111111117,0.0,0,0.0,109.819,0.0,0.0,0.0
2022-05-27 00:06:21.660043,-11.41031666666667,0.0,0,0.0,106.994,0.0,0.0,0.0
2022-05-27 00:06:31.693087,-11.71197777777778,0.0,0,0.0,108.598,0.0,0.0,0.0
2022-05-27 00:06:41.621951,-12.010633333333336,0.0,0,0.0,107.516,0.0,0.0,0.0
2022-05-27 00:06:51.668686,-12.305658333333335,0.0,0,0.0,106.209,0.0,0.0,0.0
2022-05-27 00:07:01.698241,-12.59762777777778,0.0,0,0.0,105.109,0.0,0.0,0.0
2022-05-27 00:07:11.637467,-12.897200000000003,0.0,0,0.0,107.846,0.0,0.0,0.0
2022-05-27 00:07:21.687576,-13.19383055555556,0.0,0,0.0,106.787,0.0,0.0,0.0
2022-05-27 00:07:31.616211,-13.491755555555558,0.0,0,0.0,107.253,0.0,0.0,0.0
2022-05-27 00:07:41.738966,-13.797411111111114,0.0,0,0.0,110.036,0.0,0.0,0.0
2022-05-27 00:07:51.738947,-14.097586111111111,0.0,0,0.0,108.063,0.0,0.0,0.0
2022-05-27 00:08:01.607098,-14.39401666666667,0.0,0,0.0,106.715,0.0,0.0,0.0
2022-05-27 00:08:11.759527,-14.690133333333335,0.0,0,0.0,106.602,0.0,0.0,0.0
2022-05-27 00:08:21.694301,-14.989741666666667,0.0,0,0.0,107.859,0.0,0.0,0.0
2022-05-27 00:08:31.683270,-15.285775000000005,0.0,0,0.0,106.57200000000002,0.0,0.0,0.0
2022-05-27 00:08:41.774528,-15.582422222222226,0.0,0,0.0,106.793,0.0,0.0,0.0
2022-05-27 00:08:51.802688,-15.883836111111115,0.0,0,0.0,108.509,0.0,0.0,0.0
2022-05-27 00:09:01.800568,-16.188233333333336,0.0,0,0.0,109.58299999999998,0.0,0.0,0.0
2022-05-27 00:09:11.755816,-16.49026388888889,0.0,0,0.0,108.731,0.0,0.0,0.0
2022-05-27 00:09:21.793576,-16.793969444444446,0.0,0,0.0,109.334,0.0,0.0,0.0
2022-05-27 00:09:31.639131,-17.095750000000002,0.0,0,0.0,108.641,0.0,0.0,0.0
2022-05-27 00:09:41.763237,-17.393913888888893,0.0,0,0.0,107.339,0.0,0.0,0.0
2022-05-27 00:09:51.868051,-17.689338888888894,0.0,0,0.0,106.353,0.0,0.0,0.0
2022-05-27 00:10:01.727684,-17.99375833333334,0.0,0,0.0,109.591,0.0,0.0,0.0
2022-05-27 00:10:11.771898,-18.291875000000005,0.0,0,0.0,107.322,0.0,0.0,0.0
2022-05-27 00:10:21.845447,-18.59625833333334,0.0,0,0.0,109.578,0.0,0.0,0.0
2022-05-27 00:10:31.746910,-18.894936111111114,0.0,0,0.0,107.524,0.0,0.0,0.0
2022-05-27 00:10:41.884535,-19.19591666666667,0.0,0,0.0,108.353,0.0,0.0,0.0
2022-05-27 00:10:51.822176,-19.500869444444447,0.0,0,0.0,109.783,0.0,0.0,0.0
2022-05-27 00:11:01.762753,-19.805736111111116,0.0,0,0.0,109.752,0.0,0.0,0.0
2022-05-27 00:11:11.895167,-20.10556111111111,0.0,0,0.0,107.937,0.0,0.0,0.0
2022-05-27 00:11:21.818753,-20.406422222222226,0.0,0,0.0,108.31,0.0,0.0,0.0
2022-05-27 00:11:31.871128,-20.70678611111111,0.0,0,0.0,108.131,0.0,0.0,0.0
2022-05-27 00:11:41.893530,-21.0055,0.0,0,0.0,107.537,0.0,0.0,0.0
2022-05-27 00:11:52.070113,-21.305691666666664,0.0,0,0.0,108.069,0.0,0.0,0.0
2022-05-27 00:12:01.895927,-21.606127777777772,0.0,0,0.0,108.157,0.0,0.0,0.0
2022-05-27 00:12:12.015310,-21.904663888888887,0.0,0,0.0,107.473,0.0,0.0,0.0
2022-05-27 00:12:21.929578,-22.20563888888889,0.0,0,0.0,108.351,0.0,0.0,0.0
2022-05-27 00:12:31.977406,-22.510894444444443,0.0,0,0.0,109.892,0.0,0.0,0.0
2022-05-27 00:12:41.911882,-22.80713611111111,0.0,0,0.0,106.647,0.0,0.0,0.0
2022-05-27 00:12:51.948464,-23.099816666666666,0.0,0,0.0,105.365,0.0,0.0,0.0
2022-05-27 00:13:01.880646,-23.400694444444444,0.0,0,0.0,108.316,0.0,0.0,0.0
2022-05-27 00:13:11.911504,-23.702319444444445,0.0,0,0.0,108.585,0.0,0.0,0.0
2022-05-27 00:13:21.839244,-24.004025,0.0,0,0.0,108.614,0.0,0.0,0.0
2022-05-27 00:13:31.887206,-24.303747222222224,0.0,0,0.0,107.9,0.0,0.0,0.0
2022-05-27 00:13:41.829661,-24.60260277777778,0.0,0,0.0,107.588,0.0,0.0,0.0
2022-05-27 00:13:51.926001,-24.90170277777778,0.0,0,0.0,107.676,0.0,0.0,0.0
2022-05-27 00:14:01.884099,-25.20015,0.0,0,0.0,107.441,0.0,0.0,0.0
2022-05-27 00:14:11.919853,-25.501519444444444,0.0,0,0.0,108.493,0.0,0.0,0.0
2022-05-27 00:14:21.877337,-25.803030555555555,0.0,0,0.0,108.544,0.0,0.0,0.0
2022-05-27 00:14:32.001132,-26.101747222222222,0.0,0,0.0,107.538,0.0,0.0,0.0
2022-05-27 00:14:41.929356,-26.40035,0.0,0,0.0,107.497,0.0,0.0,0.0
2022-05-27 00:14:52.071439,-26.70263333333333,0.0,0,0.0,108.822,0.0,0.0,0.0
2022-05-27 00:15:01.946739,-27.003438888888887,0.0,0,0.0,108.29,0.0,0.0,0.0
2022-05-27 00:15:11.933752,-27.299155555555554,0.0,0,0.0,106.458,0.0,0.0,0.0
2022-05-27 00:15:22.070353,-27.59954722222222,0.0,0,0.0,108.141,0.0,0.0,0.0
2022-05-27 00:15:32.019329,-27.900675,0.0,0,0.0,108.406,0.0,0.0,0.0
2022-05-27 00:15:41.940211,-28.19949722222222,0.0,0,0.0,107.576,0.0,0.0,0.0
2022-05-27 00:15:52.142101,-28.49828611111111,0.0,0,0.0,107.564,0.0,0.0,0.0
2022-05-27 00:16:02.017364,-28.79611388888889,0.0,0,0.0,107.218,0.0,0.0,0.0
2022-05-27 00:16:11.949297,-29.100941666666664,0.0,0,0.0,109.738,0.0,0.0,0.0
2022-05-27 00:16:22.069513,-29.40513333333333,0.0,0,0.0,109.509,0.0,0.0,0.0
2022-05-27 00:16:32.134218,-29.70500833333333,0.0,0,0.0,107.95499999999998,0.0,0.0,0.0
2022-05-27 00:16:42.142654,-30.003991666666664,0.0,0,0.0,107.634,0.0,0.0,0.0
2022-05-27 00:16:52.000724,-30.30389444444444,0.0,0,0.0,107.965,0.0,0.0,0.0
2022-05-27 00:17:02.114340,-30.603255555555556,0.0,0,0.0,107.77,0.0,0.0,0.0
2022-05-27 00:17:12.146725,-30.90417777777777,0.0,0,0.0,108.332,0.0,0.0,0.0
2022-05-27 00:17:22.180000,-31.20266944444444,0.0,0,0.0,107.457,0.0,0.0,0.0
2022-05-27 00:17:32.127533,-31.499144444444443,0.0,0,0.0,106.731,0.0,0.0,0.0
2022-05-27 00:17:42.161166,-31.804016666666666,0.0,0,0.0,109.754,0.0,0.0,0.0
2022-05-27 00:17:52.270229,-32.10358055555555,0.0,0,0.0,107.843,0.0,0.0,0.0
2022-05-27 00:18:02.120002,-32.40329166666666,0.0,0,0.0,107.896,0.0,0.0,0.0
2022-05-27 00:18:12.154623,-32.697377777777774,0.0,0,0.0,105.871,0.0,0.0,0.0
2022-05-27 00:18:22.184979,-32.99941666666666,0.0,0,0.0,108.734,0.0,0.0,0.0
2022-05-27 00:18:32.137621,-33.30237222222222,0.0,0,0.0,109.064,0.0,0.0,0.0
2022-05-27 00:18:42.177388,-33.60045555555555,0.0,0,0.0,107.31,0.0,0.0,0.0
2022-05-27 00:18:52.210802,-33.89467222222221,0.0,0,0.0,105.918,0.0,0.0,0.0
2022-05-27 00:19:02.133366,-34.192541666666656,0.0,0,0.0,107.233,0.0,0.0,0.0
2022-05-27 00:19:12.166583,-34.49150277777777,0.0,0,0.0,107.626,0.0,0.0,0.0
2022-05-27 00:19:22.205330,-34.79021944444443,0.0,0,0.0,107.538,0.0,0.0,0.0
2022-05-27 00:19:32.241062,-35.09344444444443,0.0,0,0.0,109.161,0.0,0.0,0.0
2022-05-27 00:19:42.174150,-35.38943055555554,0.0,0,0.0,106.555,0.0,0.0,0.0
2022-05-27 00:19:52.275109,-35.68979444444443,0.0,0,0.0,108.131,0.0,0.0,0.0
2022-05-27 00:20:02.241469,-35.988874999999986,0.0,0,0.0,107.669,0.0,0.0,0.0
2022-05-27 00:20:12.180083,-36.28943888888888,0.0,0,0.0,108.203,0.0,0.0,0.0
2022-05-27 00:20:22.214770,-36.59282777777776,0.0,0,0.0,109.22,0.0,0.0,0.0
2022-05-27 00:20:32.258915,-36.89243333333332,0.0,0,0.0,107.858,0.0,0.0,0.0
2022-05-27 00:20:42.294812,-37.19564444444443,0.0,0,0.0,109.156,0.0,0.0,0.0
2022-05-27 00:20:52.233816,-37.49136388888888,0.0,0,0.0,106.459,0.0,0.0,0.0
2022-05-27 00:21:02.261124,-37.791727777777766,0.0,0,0.0,108.131,0.0,0.0,0.0
2022-05-27 00:21:12.307482,-38.09039722222221,0.0,0,0.0,107.52100000000002,0.0,0.0,0.0
2022-05-27 00:21:22.216827,-38.387149999999984,0.0,0,0.0,106.831,0.0,0.0,0.0
2022-05-27 00:21:32.126393,-38.683691666666654,0.0,0,0.0,106.755,0.0,0.0,0.0
2022-05-27 00:21:42.288406,-38.979227777777766,0.0,0,0.0,106.393,0.0,0.0,0.0
2022-05-27 00:21:52.386165,-39.2782861111111,0.0,0,0.0,107.661,0.0,0.0,0.0
2022-05-27 00:22:02.277509,-39.57964166666665,0.0,0,0.0,108.488,0.0,0.0,0.0
2022-05-27 00:22:12.296647,-39.88174444444443,0.0,0,0.0,108.757,0.0,0.0,0.0
2022-05-27 00:22:22.332951,-40.18023888888887,0.0,0,0.0,107.458,0.0,0.0,0.0
2022-05-27 00:22:32.270315,-40.48142777777776,0.0,0,0.0,108.428,0.0,0.0,0.0
2022-05-27 00:22:42.316096,-40.77951111111109,0.0,0,0.0,107.31,0.0,0.0,0.0
2022-05-27 00:22:52.435076,-41.079419444444426,0.0,0,0.0,107.967,0.0,0.0,0.0
2022-05-27 00:23:02.396631,-41.3785722222222,0.0,0,0.0,107.695,0.0,0.0,0.0
2022-05-27 00:23:12.308152,-41.6830972222222,0.0,0,0.0,109.629,0.0,0.0,0.0
2022-05-27 00:23:22.468029,-41.98894166666665,0.0,0,0.0,110.10399999999998,0.0,0.0,0.0
2022-05-27 00:23:32.387208,-42.29297222222221,0.0,0,0.0,109.451,0.0,0.0,0.0
2022-05-27 00:23:42.312140,-42.59625277777776,0.0,0,0.0,109.18099999999998,0.0,0.0,0.0
2022-05-27 00:23:52.408303,-42.89614166666664,0.0,0,0.0,107.96,0.0,0.0,0.0
