id,timestamp,powerP,powerLB
207,2022-02-01T16:32:50,299.82623291015625,166.27
208,2022-02-01T16:33:00,290.561767578125,203.15
209,2022-02-01T16:33:10,286.0140075683594,191.36
210,2022-02-01T16:33:20,279.9027099609375,200.61
211,2022-02-01T16:33:30,275.6986389160156,203.37
212,2022-02-01T16:33:40,270.6428527832031,213.87
213,2022-02-01T16:33:50,265.9368896484375,216.63
214,2022-02-01T16:34:00,287.81396484375,193.46
215,2022-02-01T16:34:10,285.9444580078125,211.92
216,2022-02-01T16:34:20,283.3348083496094,209.19
217,2022-02-01T16:34:30,281.33746337890625,207.48
218,2022-02-01T16:34:40,279.711669921875,210.2
219,2022-02-01T16:34:50,278.0947265625,205.03
220,2022-02-01T16:35:00,275.4377746582031,207.32
221,2022-02-01T16:35:10,275.3575134277344,213.1
222,2022-02-01T16:35:20,272.4312744140625,211.73
223,2022-02-01T16:35:30,270.70147705078125,205.67
224,2022-02-01T16:35:40,268.5848083496094,217.83
225,2022-02-01T16:35:50,267.2889404296875,223.72
226,2022-02-01T16:36:00,265.3636779785156,214.14
227,2022-02-01T16:36:10,263.0535888671875,218.49
228,2022-02-01T16:36:20,260.789306640625,227.14
229,2022-02-01T16:36:30,258.960693359375,221.82
230,2022-02-01T16:36:40,257.37261962890625,227.5
231,2022-02-01T16:36:50,255.08200073242188,225.73
232,2022-02-01T16:37:00,252.49099731445312,234.41
233,2022-02-01T16:37:10,251.0539703369141,238.58
234,2022-02-01T16:37:20,248.953857421875,231.46
235,2022-02-01T16:37:30,247.28282165527344,231.81
236,2022-02-01T16:37:40,245.0455017089844,232.21
237,2022-02-01T16:37:50,244.02349853515625,238.16
238,2022-02-01T16:38:00,242.4587554931641,242.98
239,2022-02-01T16:38:20,240.17556762695312,245.09
240,2022-02-01T16:38:30,238.36846923828125,251.35
241,2022-02-01T16:38:40,237.01046752929688,255.75
242,2022-02-01T16:38:50,234.17860412597656,261.37
243,2022-02-01T16:39:00,232.40380859375,209.88
244,2022-02-01T16:39:10,230.16184997558597,194.43
245,2022-02-01T16:39:20,228.80599975585935,344.8
246,2022-02-01T16:39:30,226.1567230224609,345.79
247,2022-02-01T16:39:40,224.25357055664065,346.01
248,2022-02-01T16:39:50,223.6494903564453,347.53
249,2022-02-01T16:40:00,221.71603393554688,353.98
250,2022-02-01T16:40:10,219.76597595214844,358.55
251,2022-02-01T16:40:20,217.7766265869141,197.1
252,2022-02-01T16:40:30,217.1575927734375,207.11
253,2022-02-01T16:40:40,214.4073944091797,205.05
254,2022-02-01T16:40:50,214.2900390625,203.38
255,2022-02-01T16:41:00,211.3759613037109,212.14
256,2022-02-01T16:41:10,210.24066162109372,212.07
257,2022-02-01T16:41:20,209.0056610107422,465.41
258,2022-02-01T16:41:30,207.0731964111328,493.37
259,2022-02-01T16:41:40,205.76551818847656,260.7
260,2022-02-01T16:41:50,203.79928588867188,257.75
261,2022-02-01T16:42:00,202.3798370361328,244.73
262,2022-02-01T16:42:10,201.2822265625,225.01
263,2022-02-01T16:42:20,199.1759185791016,230.15
264,2022-02-01T16:42:30,197.20545959472656,232.19
265,2022-02-01T16:42:40,195.09420776367188,230.03
266,2022-02-01T16:42:50,191.8996734619141,226.76
267,2022-02-01T16:43:00,190.46763610839844,226.33
268,2022-02-01T16:43:10,189.71083068847656,227.08
269,2022-02-01T16:43:20,187.7171630859375,273.07
270,2022-02-01T16:43:30,185.51577758789065,479.24
271,2022-02-01T16:43:40,183.4005126953125,477.09
272,2022-02-01T16:43:50,181.36007690429688,286.62
273,2022-02-01T16:44:00,179.59002685546875,280.47
274,2022-02-01T16:44:10,178.5340118408203,286.78
275,2022-02-01T16:44:20,177.23165893554688,282.54
276,2022-02-01T16:44:30,173.9411163330078,257.34
277,2022-02-01T16:44:40,171.75881958007812,294.69
278,2022-02-01T16:44:50,168.7813720703125,304.53
279,2022-02-01T16:45:00,166.3037567138672,305.61
280,2022-02-01T16:45:10,163.95703125,302.89
281,2022-02-01T16:45:20,161.459228515625,248.91
282,2022-02-01T16:45:30,158.9650115966797,256.37
283,2022-02-01T16:45:40,156.52398681640625,261.52
284,2022-02-01T16:45:50,153.78396606445312,260.23
285,2022-02-01T16:46:00,150.94744873046875,275.12
286,2022-02-01T16:46:10,147.48629760742188,267.73
287,2022-02-01T16:46:20,145.83384704589844,264.61
288,2022-02-01T16:46:30,143.80508422851562,267.68
289,2022-02-01T16:46:40,140.2275848388672,271.52
290,2022-02-01T16:46:50,138.96405029296875,285.86
291,2022-02-01T16:47:00,137.59048461914062,351.93
292,2022-02-01T16:47:10,135.51705932617188,355.97
293,2022-02-01T16:47:20,132.79249572753906,357.59
294,2022-02-01T16:47:30,130.95640563964844,449.56
295,2022-02-01T16:47:40,128.19119262695312,359.34
296,2022-02-01T16:48:00,125.30506896972656,370.65
297,2022-02-01T16:48:10,122.37199401855467,369.5
298,2022-02-01T16:48:20,120.01825714111328,376.75
299,2022-02-01T16:48:30,117.6136245727539,373.79
300,2022-02-01T16:48:40,115.96955108642578,382.6
301,2022-02-01T16:48:50,113.92019653320312,379.32
302,2022-02-01T16:49:00,112.10941314697266,383.14
303,2022-02-01T16:49:10,110.3837661743164,392.26
304,2022-02-01T16:49:20,108.52203369140624,451.49
305,2022-02-01T16:49:30,106.95104217529295,438.75
306,2022-02-01T16:49:40,105.12060546875,395.27
307,2022-02-01T16:49:50,103.33493041992188,439.95
308,2022-02-01T16:50:00,101.74212646484376,438.47
309,2022-02-01T16:50:10,99.61304473876952,562.73
310,2022-02-01T16:50:20,97.37247467041016,517.68
311,2022-02-01T16:50:30,94.88136291503906,531.3
312,2022-02-01T16:50:40,92.20282745361328,527.67
313,2022-02-01T16:50:50,88.3012466430664,521.36
314,2022-02-01T16:51:00,84.43136596679688,608.33
315,2022-02-01T16:51:10,80.21759796142578,590.47
316,2022-02-01T16:51:20,74.75638580322266,520.02
317,2022-02-01T16:51:30,70.00182342529297,529.38
318,2022-02-01T16:51:40,65.16133880615234,536.98
319,2022-02-01T16:51:50,59.97392654418945,546.97
320,2022-02-01T16:52:00,55.41633987426758,546.39
321,2022-02-01T16:52:10,50.29981994628906,551.76
322,2022-02-01T16:52:20,45.2902717590332,573.31
323,2022-02-01T16:52:30,39.56754302978516,568.06
324,2022-02-01T16:52:40,38.65433120727539,559.17
325,2022-02-01T16:52:50,34.896141052246094,578.39
326,2022-02-01T16:53:00,31.11749649047852,589.01
327,2022-02-01T16:53:10,27.92720603942871,611.97
328,2022-02-01T16:53:20,24.572465896606445,596.21
329,2022-02-01T16:53:30,22.53752899169922,608.86
330,2022-02-01T16:53:40,20.18791007995605,658.45
331,2022-02-01T16:53:50,18.48471450805664,656.51
332,2022-02-01T16:54:00,17.534103393554688,637.99
333,2022-02-01T16:54:10,16.905336380004883,635.37
334,2022-02-01T16:54:20,16.317808151245117,646.05
335,2022-02-01T16:54:30,15.354365348815918,641.62
336,2022-02-01T16:54:40,15.125824928283691,644.46
337,2022-02-01T16:54:50,14.709256172180176,644.86
338,2022-02-01T16:55:00,13.95630168914795,640.41
339,2022-02-01T16:55:10,13.900384902954102,644.12
340,2022-02-01T16:55:20,13.333600044250488,641.21
341,2022-02-01T16:55:30,12.834077835083008,644.69
342,2022-02-01T16:55:40,12.9609375,643.83
