timestamp,energyB,energyP,on_offL1,on_offL2,powerC,powerP,powerL1,powerL2,powerA
2022-06-11 00:00:01.603319,-0.3038583333333333,0.0,0,0.0,109.389,0.0,0.0,0.0,-109.389
2022-06-11 00:00:11.801213,-0.6069611111111111,0.0,0,0.0,109.117,0.0,0.0,0.0,-109.117
2022-06-11 00:00:21.600136,-0.9084222222222222,0.0,0,0.0,108.526,0.0,0.0,0.0,-108.526
2022-06-11 00:00:31.796391,-1.2054583333333333,0.0,0,0.0,106.933,0.0,0.0,0.0,-106.933
2022-06-11 00:00:41.630879,-1.5062777777777778,0.0,0,0.0,108.295,0.0,0.0,0.0,-108.295
2022-06-11 00:00:51.744529,-1.810427777777778,0.0,0,0.0,109.494,0.0,0.0,0.0,-109.494
2022-06-11 00:01:01.716653,-2.110525,0.0,0,0.0,108.035,0.0,0.0,0.0,-108.035
2022-06-11 00:01:11.814406,-2.412552777777778,0.0,0,0.0,108.73,0.0,0.0,0.0,-108.73
2022-06-11 00:01:21.735502,-2.711952777777778,0.0,0,0.0,107.784,0.0,0.0,0.0,-107.784
2022-06-11 00:01:31.789636,-3.0134222222222222,0.0,0,0.0,108.529,0.0,0.0,0.0,-108.529
2022-06-11 00:01:41.668707,-3.313152777777778,0.0,0,0.0,107.903,0.0,0.0,0.0,-107.903
2022-06-11 00:01:51.763577,-3.615911111111111,0.0,0,0.0,108.993,0.0,0.0,0.0,-108.993
2022-06-11 00:02:01.790359,-3.9189416666666665,0.0,0,0.0,109.091,0.0,0.0,0.0,-109.091
2022-06-11 00:02:11.828038,-4.220647222222222,0.0,0,0.0,108.614,0.0,0.0,0.0,-108.614
2022-06-11 00:02:21.772511,-4.522147222222222,0.0,0,0.0,108.54,0.0,0.0,0.0,-108.54
2022-06-11 00:02:31.903633,-4.822980555555556,0.0,0,0.0,108.3,0.0,0.0,0.0,-108.3
2022-06-11 00:02:41.817574,-5.126666666666667,0.0,0,0.0,109.327,0.0,0.0,0.0,-109.327
2022-06-11 00:02:51.785211,-5.433780555555556,0.0,0,0.0,110.561,0.0,0.0,0.0,-110.561
2022-06-11 00:03:01.802121,-5.7356444444444445,0.0,0,0.0,108.671,0.0,0.0,0.0,-108.671
2022-06-11 00:03:11.846680,-6.039716666666667,0.0,0,0.0,109.466,0.0,0.0,0.0,-109.466
2022-06-11 00:03:22.058463,-6.343430555555556,0.0,0,0.0,109.337,0.0,0.0,0.0,-109.337
2022-06-11 00:03:31.820913,-6.647319444444445,0.0,0,0.0,109.4,0.0,0.0,0.0,-109.4
2022-06-11 00:03:41.761410,-6.949847222222223,0.0,0,0.0,108.91,0.0,0.0,0.0,-108.91
2022-06-11 00:03:51.971925,-7.255513888888889,0.0,0,0.0,110.04,0.0,0.0,0.0,-110.04
2022-06-11 00:04:01.779284,-7.55871388888889,0.0,0,0.0,109.152,0.0,0.0,0.0,-109.152
2022-06-11 00:04:11.925796,-7.866752777777778,0.0,0,0.0,110.894,0.0,0.0,0.0,-110.894
2022-06-11 00:04:21.984465,-8.16785,0.0,0,0.0,108.395,0.0,0.0,0.0,-108.395
2022-06-11 00:04:31.898029,-8.475313888888888,0.0,0,0.0,110.687,0.0,0.0,0.0,-110.687
2022-06-11 00:04:41.913351,-8.780347222222222,0.0,0,0.0,109.812,0.0,0.0,0.0,-109.812
2022-06-11 00:04:52.087691,-9.08705,0.0,0,0.0,110.413,0.0,0.0,0.0,-110.413
2022-06-11 00:05:01.895724,-9.392047222222224,0.0,0,0.0,109.799,0.0,0.0,0.0,-109.799
2022-06-11 00:05:11.943030,-9.704302777777778,0.0,0,0.0,112.412,0.0,0.0,0.0,-112.412
2022-06-11 00:05:21.912286,-10.010105555555556,0.0,0,0.0,110.089,0.0,0.0,0.0,-110.089
2022-06-11 00:05:32.113699,-10.315994444444446,0.0,0,0.0,110.12,0.0,0.0,0.0,-110.12
2022-06-11 00:05:41.911351,-10.621966666666667,0.0,0,0.0,110.15,0.0,0.0,0.0,-110.15
2022-06-11 00:05:51.986181,-10.925688888888889,0.0,0,0.0,109.34,0.0,0.0,0.0,-109.34
2022-06-11 00:06:01.919924,-11.226297222222222,0.0,0,0.0,108.219,0.0,0.0,0.0,-108.219
2022-06-11 00:06:11.955826,-11.5352,0.0,0,0.0,111.205,0.0,0.0,0.0,-111.205
2022-06-11 00:06:21.888640,-11.837675,0.0,0,0.0,108.891,0.0,0.0,0.0,-108.891
2022-06-11 00:06:32.247038,-12.145577777777778,0.0,0,0.0,110.845,0.0,0.0,0.0,-110.845
2022-06-11 00:06:41.945035,-12.451136111111111,0.0,0,0.0,110.001,0.0,0.0,0.0,-110.001
2022-06-11 00:06:52.008795,-12.750883333333334,0.0,0,0.0,107.909,0.0,0.0,0.0,-107.909
2022-06-11 00:07:01.968841,-13.057280555555556,0.0,0,0.0,110.303,0.0,0.0,0.0,-110.303
2022-06-11 00:07:11.980413,-13.363433333333331,0.0,0,0.0,110.215,0.0,0.0,0.0,-110.215
2022-06-11 00:07:22.000997,-13.666675,0.0,0,0.0,109.167,0.0,0.0,0.0,-109.167
2022-06-11 00:07:32.054271,-13.969947222222222,0.0,0,0.0,109.178,0.0,0.0,0.0,-109.178
2022-06-11 00:07:41.987906,-14.281038888888888,0.0,0,0.0,111.993,0.0,0.0,0.0,-111.993
2022-06-11 00:07:52.008641,-14.587841666666666,0.0,0,0.0,110.44899999999998,0.0,0.0,0.0,-110.44899999999998
