timestamp,energyB,energyP,on_offL1,on_offL2,powerC,powerP,powerL1,powerL2,powerA
2022-07-07 00:00:07.971014,-2.576938888888889,0.0,0,0.0,927.698,0.0,795.25,0.0,-927.698
2022-07-07 00:00:17.820107,-5.166875,0.0,0,0.0,932.377,0.0,797.39,0.0,-932.377
2022-07-07 00:00:28.040292,-7.758911111111111,0.0,0,0.0,933.133,0.0,797.39,0.0,-933.133
2022-07-07 00:00:37.976970,-10.331869444444443,0.0,0,0.0,926.265,0.0,795.61,0.0,-926.265
2022-07-07 00:00:48.005039,-12.90789722222222,0.0,0,0.0,927.37,0.0,795.96,0.0,-927.37
2022-07-07 00:00:57.848557,-15.493605555555554,0.0,0,0.0,930.855,0.0,795.61,0.0,-930.855
2022-07-07 00:01:07.990772,-18.075216666666662,0.0,0,0.0,929.38,0.0,799.91,0.0,-929.38
2022-07-07 00:01:17.967937,-20.65981111111111,0.0,0,0.0,930.454,0.0,798.11,0.0,-930.454
2022-07-07 00:01:27.954773,-23.24710555555556,0.0,0,0.0,931.426,0.0,800.63,0.0,-931.426
2022-07-07 00:01:37.881600,-25.83205555555556,0.0,0,0.0,930.582,0.0,798.83,0.0,-930.582
2022-07-07 00:01:48.083548,-28.415588888888887,0.0,0,0.0,930.072,0.0,798.11,0.0,-930.072
2022-07-07 00:01:58.154579,-30.999625,0.0,0,0.0,930.253,0.0,798.83,0.0,-930.253
2022-07-07 00:02:07.987907,-33.58840277777777,0.0,0,0.0,931.96,0.0,798.83,0.0,-931.96
2022-07-07 00:02:18.043272,-36.17748611111111,0.0,0,0.0,932.07,0.0,798.47,0.0,-932.07
2022-07-07 00:02:27.959854,-38.754436111111104,0.0,0,0.0,927.702,0.0,797.75,0.0,-927.702
2022-07-07 00:02:38.026183,-41.330797222222216,0.0,0,0.0,927.49,0.0,798.11,0.0,-927.49
2022-07-07 00:02:48.049734,-43.90109722222222,0.0,0,0.0,925.308,0.0,797.75,0.0,-925.308
2022-07-07 00:02:57.926890,-46.33290555555556,0.0,0,0.0,875.451,0.0,782.62,0.0,-875.451
2022-07-07 00:03:08.003598,-48.90054166666667,0.0,0,0.0,924.349,0.0,796.68,0.0,-924.349
2022-07-07 00:03:18.041797,-51.47380833333334,0.0,0,0.0,926.376,0.0,795.25,0.0,-926.376
2022-07-07 00:03:27.974918,-54.048475,0.0,0,0.0,926.88,0.0,796.68,0.0,-926.88
2022-07-07 00:03:37.975761,-56.62274722222222,0.0,0,0.0,926.738,0.0,798.47,0.0,-926.738
2022-07-07 00:03:48.203982,-59.196200000000005,0.0,0,0.0,926.443,0.0,797.04,0.0,-926.443
2022-07-07 00:03:58.069554,-61.77826944444445,0.0,0,0.0,929.545,0.0,797.75,0.0,-929.545
2022-07-07 00:04:08.013817,-64.36074444444445,0.0,0,0.0,929.691,0.0,796.68,0.0,-929.691
2022-07-07 00:04:17.975839,-66.93800277777778,0.0,0,0.0,927.813,0.0,797.39,0.0,-927.813
2022-07-07 00:04:28.196021,-69.5165638888889,0.0,0,0.0,928.282,0.0,798.83,0.0,-928.282
2022-07-07 00:04:38.030586,-72.09423611111112,0.0,0,0.0,927.962,0.0,798.47,0.0,-927.962
2022-07-07 00:04:48.159779,-74.67893055555555,0.0,0,0.0,930.49,0.0,797.39,0.0,-930.49
2022-07-07 00:04:58.003410,-77.25453888888889,0.0,0,0.0,927.219,0.0,797.04,0.0,-927.219
2022-07-07 00:05:08.228432,-79.83859444444444,0.0,0,0.0,930.26,0.0,798.83,0.0,-930.26
2022-07-07 00:05:18.131558,-82.41449444444444,0.0,0,0.0,927.324,0.0,796.32,0.0,-927.324
2022-07-07 00:05:28.091208,-84.99100277777778,0.0,0,0.0,927.543,0.0,798.11,0.0,-927.543
2022-07-07 00:05:38.047018,-87.56875555555555,0.0,0,0.0,927.991,0.0,799.19,0.0,-927.991
2022-07-07 00:05:48.217537,-90.14525555555556,0.0,0,0.0,927.54,0.0,796.68,0.0,-927.54
2022-07-07 00:05:58.159254,-92.72313055555556,0.0,0,0.0,928.035,0.0,797.39,0.0,-928.035
2022-07-07 00:06:08.231327,-95.30546666666666,0.0,0,0.0,929.641,0.0,798.47,0.0,-929.641
2022-07-07 00:06:18.055859,-97.88708055555554,0.0,0,0.0,929.381,0.0,798.47,0.0,-929.381
2022-07-07 00:06:28.226052,-100.46665,0.0,0,0.0,928.645,0.0,797.75,0.0,-928.645
2022-07-07 00:06:38.191642,-103.05013055555554,0.0,0,0.0,930.053,0.0,798.83,0.0,-930.053
2022-07-07 00:06:48.271646,-105.62700833333332,0.0,0,0.0,927.676,0.0,797.39,0.0,-927.676
2022-07-07 00:06:58.291054,-108.2126861111111,0.0,0,0.0,930.844,0.0,798.47,0.0,-930.844
2022-07-07 00:07:08.260012,-110.7963,0.0,0,0.0,930.101,0.0,797.75,0.0,-930.101
2022-07-07 00:07:18.104544,-113.375825,0.0,0,0.0,928.629,0.0,796.68,0.0,-928.629
2022-07-07 00:07:28.319937,-115.95444166666664,0.0,0,0.0,928.302,0.0,798.11,0.0,-928.302
2022-07-07 00:07:38.225019,-118.53517499999998,0.0,0,0.0,929.064,0.0,799.91,0.0,-929.064
2022-07-07 00:07:48.447980,-121.11796666666665,0.0,0,0.0,929.805,0.0,797.04,0.0,-929.805
2022-07-07 00:07:58.319201,-123.53606944444442,0.0,0,0.0,870.517,0.0,741.72,0.0,-870.517
2022-07-07 00:08:08.253351,-126.11136944444442,0.0,0,0.0,927.108,0.0,797.04,0.0,-927.108
2022-07-07 00:08:18.141478,-128.6889972222222,0.0,0,0.0,927.946,0.0,799.19,0.0,-927.946
2022-07-07 00:08:28.322548,-131.27094444444444,0.0,0,0.0,929.501,0.0,798.83,0.0,-929.501
2022-07-07 00:08:38.381680,-133.84965,0.0,0,0.0,928.334,0.0,799.55,0.0,-928.334
2022-07-07 00:08:48.290696,-136.42750555555554,0.0,0,0.0,928.028,0.0,799.19,0.0,-928.028
2022-07-07 00:08:58.281809,-139.01286944444442,0.0,0,0.0,930.731,0.0,799.91,0.0,-930.731
2022-07-07 00:09:08.360873,-141.5996972222222,0.0,0,0.0,931.258,0.0,799.55,0.0,-931.258
2022-07-07 00:09:18.177924,-144.1857972222222,0.0,0,0.0,930.996,0.0,800.99,0.0,-930.996
2022-07-07 00:09:28.347624,-146.77388055555554,0.0,0,0.0,931.71,0.0,799.55,0.0,-931.71
2022-07-07 00:09:38.376130,-149.361325,0.0,0,0.0,931.48,0.0,798.83,0.0,-931.48
2022-07-07 00:09:48.359953,-151.9516722222222,0.0,0,0.0,932.525,0.0,799.19,0.0,-932.525
2022-07-07 00:09:58.246351,-154.53961388888888,0.0,0,0.0,931.659,0.0,799.55,0.0,-931.659
2022-07-07 00:10:08.374575,-157.12064999999998,0.0,0,0.0,929.173,0.0,798.47,0.0,-929.173
2022-07-07 00:10:18.226723,-159.70873888888886,0.0,0,0.0,931.712,0.0,798.47,0.0,-931.712
2022-07-07 00:10:28.349426,-162.28610277777776,0.0,0,0.0,927.851,0.0,798.11,0.0,-927.851
2022-07-07 00:10:38.405005,-164.86598055555552,0.0,0,0.0,928.756,0.0,799.19,0.0,-928.756
2022-07-07 00:10:48.415307,-167.43708611111109,0.0,0,0.0,925.598,0.0,796.32,0.0,-925.598
2022-07-07 00:10:58.352598,-170.01237499999996,0.0,0,0.0,927.104,0.0,796.32,0.0,-927.104
2022-07-07 00:11:08.472325,-172.59121666666664,0.0,0,0.0,928.383,0.0,797.75,0.0,-928.383
2022-07-07 00:11:18.277901,-175.16710277777776,0.0,0,0.0,927.319,0.0,795.96,0.0,-927.319
2022-07-07 00:11:28.458420,-177.74916111111108,0.0,0,0.0,929.541,0.0,795.96,0.0,-929.541
2022-07-07 00:11:38.398061,-180.33292222222215,0.0,0,0.0,930.154,0.0,798.11,0.0,-930.154
2022-07-07 00:11:48.494446,-182.9171583333333,0.0,0,0.0,930.325,0.0,798.47,0.0,-930.325
2022-07-07 00:11:58.549921,-185.503,0.0,0,0.0,930.903,0.0,798.47,0.0,-930.903
2022-07-07 00:12:08.501128,-188.07704166666664,0.0,0,0.0,926.655,0.0,796.32,0.0,-926.655
2022-07-07 00:12:18.302152,-190.65619722222215,0.0,0,0.0,928.496,0.0,796.32,0.0,-928.496
2022-07-07 00:12:28.469869,-193.23991111111107,0.0,0,0.0,930.137,0.0,798.11,0.0,-930.137
2022-07-07 00:12:38.508927,-195.8165555555555,0.0,0,0.0,927.592,0.0,797.04,0.0,-927.592
2022-07-07 00:12:48.539542,-198.3974194444444,0.0,0,0.0,929.111,0.0,797.39,0.0,-929.111
2022-07-07 00:12:58.439972,-200.8166333333333,0.0,0,0.0,870.9169999999999,0.0,720.34,0.0,-870.9169999999999
2022-07-07 00:13:08.507512,-203.39620555555555,0.0,0,0.0,928.646,0.0,799.55,0.0,-928.646
2022-07-07 00:13:18.357503,-205.9772083333333,0.0,0,0.0,929.161,0.0,798.11,0.0,-929.161
2022-07-07 00:13:28.479578,-208.56525,0.0,0,0.0,931.695,0.0,797.75,0.0,-931.695
2022-07-07 00:13:39.491611,-211.1414777777777,0.0,0,0.0,927.442,0.0,799.55,0.0,-927.442
2022-07-07 00:13:48.603926,-213.71657499999995,0.0,0,0.0,927.035,0.0,796.68,0.0,-927.035
2022-07-07 00:13:58.572560,-216.29788888888885,0.0,0,0.0,929.273,0.0,799.19,0.0,-929.273
2022-07-07 00:14:08.524812,-218.87081111111107,0.0,0,0.0,926.252,0.0,798.47,0.0,-926.252
2022-07-07 00:14:18.381433,-221.45828888888883,0.0,0,0.0,931.492,0.0,799.55,0.0,-931.492
2022-07-07 00:14:28.596844,-224.0368694444444,0.0,0,0.0,928.289,0.0,798.83,0.0,-928.289
2022-07-07 00:14:38.542762,-226.6121055555555,0.0,0,0.0,927.085,0.0,797.39,0.0,-927.085
2022-07-07 00:14:48.566168,-229.18591388888885,0.0,0,0.0,926.571,0.0,797.39,0.0,-926.571
2022-07-07 00:14:58.592466,-231.75261388888885,0.0,0,0.0,924.012,0.0,796.68,0.0,-924.012
2022-07-07 00:15:08.626390,-234.32829722222215,0.0,0,0.0,927.246,0.0,796.32,0.0,-927.246
2022-07-07 00:15:18.437469,-236.8999222222222,0.0,0,0.0,925.785,0.0,794.54,0.0,-925.785
2022-07-07 00:15:28.586766,-239.46921388888885,0.0,0,0.0,924.945,0.0,797.39,0.0,-924.945
2022-07-07 00:15:38.639583,-242.04799722222216,0.0,0,0.0,928.362,0.0,794.89,0.0,-928.362
2022-07-07 00:15:48.628356,-244.62985277777773,0.0,0,0.0,929.468,0.0,796.68,0.0,-929.468
2022-07-07 00:15:58.561065,-247.2039777777777,0.0,0,0.0,926.685,0.0,795.25,0.0,-926.685
2022-07-07 00:16:08.644878,-249.7740194444444,0.0,0,0.0,925.215,0.0,793.83,0.0,-925.215
2022-07-07 00:16:18.495347,-252.3495194444444,0.0,0,0.0,927.18,0.0,796.68,0.0,-927.18
